,group,kval,rhoval,Hi,method,baseline_1,baseline_2,rater
0,amateurs,1,0.25,0.21008942372968148,Real homophily,0.8947368421052632,0.42861642029014035,16
0,amateurs,1,0.25,0.28160381254565375,Real homophily,0.8947368421052632,0.42821569969828666,17
0,amateurs,1,0.25,0.5431597886619786,Real homophily,0.8947368421052632,0.4283938671080723,18
0,amateurs,1,0.25,0.5856560493463794,Real homophily,0.8947368421052632,0.4295049027045257,19
0,amateurs,1,0.25,0.6607677046465702,Real homophily,0.8947368421052632,0.42399655588515267,20
0,amateurs,1,0.25,0.6988570861750967,Real homophily,0.8947368421052632,0.4257995229317409,21
0,amateurs,1,0.25,0.49399149031794254,Real homophily,0.8947368421052632,0.4286609101320693,22
0,amateurs,1,0.25,0.33880278591496316,Real homophily,0.8947368421052632,0.4293939935402871,23
0,amateurs,1,0.25,0.6091682175208114,Real homophily,0.8947368421052632,0.427814416648243,24
0,amateurs,1,0.25,0.2761783052663056,Real homophily,0.8947368421052632,0.4266519841538839,25
0,amateurs,1,0.25,0.3884908448576049,Real homophily,0.8947368421052632,0.4255522845378773,26
0,amateurs,1,0.25,0.4997406883393005,Real homophily,0.8947368421052632,0.4221367260975859,27
0,amateurs,1,0.25,0.6907383571514054,Real homophily,0.8947368421052632,0.42863866607717066,28
0,amateurs,1,0.25,0.3992520751552049,Real homophily,0.8947368421052632,0.4240417680433579,29
0,amateurs,1,0.25,0.27961537976874296,Real homophily,0.8947368421052632,0.42277313878738615,30
0,amateurs,1,0.25,0.5227646783732566,Real homophily,0.8947368421052632,0.4284606512642443,31
0,amateurs,1,0.25,0.3953859257003888,Real homophily,0.8947368421052632,0.4291720457913041,32
0,amateurs,1,0.25,0.520980328217882,Real homophily,0.8947368421052632,0.42828252549123724,33
0,amateurs,1,0.25,0.4221794113988672,Real homophily,0.8947368421052632,0.42952707936377293,34
0,amateurs,1,0.25,0.3567463110826657,Real homophily,0.8947368421052632,0.42903879424511704,35
0,amateurs,1,0.25,0.42485497230570984,Real homophily,0.8947368421052632,0.42863866607717066,36
0,amateurs,1,0.25,0.6629656442317652,Real homophily,0.8947368421052632,0.42899436323724555,37
0,amateurs,1,0.25,0.508769884722719,Real homophily,0.8947368421052632,0.42821569969828666,38
0,amateurs,1,0.25,0.023229550770047527,Real homophily,0.8947368421052632,0.4294383623803876,39
0,amateurs,1,0.25,0.5476058322253786,Real homophily,0.8947368421052632,0.4291498415196618,40
0,amateurs,1,0.25,0.3340146239910476,Real homophily,0.8947368421052632,0.4262485024706418,41
0,amateurs,1,0.25,0.5731176026735402,Real homophily,0.8947368421052632,0.42921644915293466,42
0,amateurs,1,0.25,0.6781520409789372,Real homophily,0.8947368421052632,0.42765820997561693,43
0,amateurs,1,0.25,0.7261682367633129,Real homophily,0.8947368421052632,0.4280597120792536,44
0,amateurs,1,0.25,0.5502185689830613,Real homophily,0.8947368421052632,0.42932742734009965,45
0,amateurs,1,0.25,0.44144196668714425,Real homophily,0.8947368421052632,0.4295049027045257,46
0,amateurs,1,0.25,0.5864440005633038,Real homophily,0.8947368421052632,0.42854967253423654,47
0,amateurs,1,0.25,0.4691846466564142,Real homophily,0.8947368421052632,0.42903879424511704,48
0,amateurs,1,0.25,0.6974202542178072,Real homophily,0.8947368421052632,0.42810428865437167,49
0,amateurs,1,0.25,0.5419150919472011,Real homophily,0.8947368421052632,0.42797053807856356,50
0,amateurs,1,0.25,0.28780487626719875,Real homophily,0.8947368421052632,0.42832706734266973,51
0,amateurs,1,0.25,0.7271127819005218,Real homophily,0.8947368421052632,0.4283938671080723,52
0,amateurs,1,0.25,0.5415621998663851,Real homophily,0.8947368421052632,0.4287053930462811,53
0,amateurs,1,0.25,0.19793502309404587,Real homophily,0.8947368421052632,0.42952707936377293,54
0,amateurs,1,0.25,0.5403759386383015,Real homophily,0.8947368421052632,0.4293496177991021,55
0,amateurs,1,0.25,0.6230362889504524,Real homophily,0.8947368421052632,0.42863866607717066,56
0,amateurs,1,0.25,0.39744919129411,Real homophily,0.8947368421052632,0.428927703758194,57
0,amateurs,1,0.25,0.5074891977302995,Real homophily,0.8947368421052632,0.42656237060712165,58
0,amateurs,1,0.25,0.6102412390472947,Real homophily,0.8947368421052632,0.42932742734009965,59
0,amateurs,1,0.25,0.6729599925575249,Real homophily,0.8947368421052632,0.42832706734266973,60
0,amateurs,1,0.25,0.26763885491367956,Real homophily,0.8947368421052632,0.4294827243210131,61
0,amateurs,1,0.25,0.32215900675620984,Real homophily,0.8947368421052632,0.42952707936377293,62
0,amateurs,1,0.25,0.5619383987385613,Real homophily,0.8947368421052632,0.4293718065324308,63
0,amateurs,1,0.25,0.27707631292763996,Real homophily,0.8947368421052632,0.4293496177991021,64
0,amateurs,1,0.25,0.5251542051015199,Real homophily,0.8947368421052632,0.42890548047310423,65
0,amateurs,1,0.25,0.6581807288297131,Real homophily,0.8947368421052632,0.42859417277077616,66
0,amateurs,1,0.25,0.22372590541363183,Real homophily,0.8947368421052632,0.4294161788228723,67
0,amateurs,1,0.25,0.19367437380404387,Real homophily,0.8947368421052632,0.42928304124426836,68
0,amateurs,1,0.25,0.6788388670272263,Real homophily,0.8947368421052632,0.42785903146633414,69
0,amateurs,1,0.25,0.40170494543319857,Real homophily,0.8947368421052632,0.42765820997561693,70
0,amateurs,1,0.25,0.37426449110797516,Real homophily,0.8947368421052632,0.4293718065324308,71
0,amateurs,1,0.25,0.384283473971744,Real homophily,0.8947368421052632,0.42897214514006277,72
0,amateurs,1,0.25,0.5148598397926689,Real homophily,0.8947368421052632,0.4288832554583084,73
0,amateurs,1,0.25,0.3905292362101045,Real homophily,0.8947368421052632,0.42912763552053285,74
0,amateurs,1,0.25,0.7176950412473138,Real homophily,0.8947368421052632,0.4259567456786278,75
0,amateurs,1,0.25,0.45677546157916055,Real homophily,0.8947368421052632,0.4287053930462811,76
0,amateurs,1,0.25,0.18658931471117352,Real homophily,0.8947368421052632,0.4290832183390082,77
0,amateurs,1,0.25,0.388147413488294,Real homophily,0.8947368421052632,0.42928304124426836,78
0,amateurs,1,0.25,0.3677792613280537,Real homophily,0.8947368421052632,0.42921644915293466,79
0,amateurs,1,0.25,0.20912528614149511,Real homophily,0.8947368421052632,0.42890548047310423,80
0,amateurs,1,0.25,0.5316154590991917,Real homophily,0.8947368421052632,0.4293496177991021,81
0,amateurs,1,0.25,0.7911730128404312,Real homophily,0.8947368421052632,0.42745724745870545,82
0,amateurs,1,0.25,0.6146888922268308,Real homophily,0.8947368421052632,0.4290610071562093,83
0,amateurs,1,0.25,0.5167275443594317,Real homophily,0.8947368421052632,0.4290610071562093,84
0,amateurs,1,0.25,0.33114552193938573,Real homophily,0.8947368421052632,0.4290610071562093,85
0,amateurs,1,0.25,0.6054779818836198,Real homophily,0.8947368421052632,0.428927703758194,86
0,amateurs,1,0.25,0.25311692180619616,Real homophily,0.8947368421052632,0.42926084560703676,87
0,amateurs,1,0.25,0.579370771224303,Real homophily,0.8947368421052632,0.42952707936377293,88
0,amateurs,1,0.25,0.5522218486521293,Real homophily,0.8947368421052632,0.42926084560703676,89
0,amateurs,1,0.25,0.3943391277003569,Real homophily,0.8947368421052632,0.4293052351552222,90
0,amateurs,1,0.25,0.5994314094602397,Real homophily,0.8947368421052632,0.42797053807856356,91
0,amateurs,1,0.25,0.49169279229174784,Real homophily,0.8947368421052632,0.4287053930462811,92
0,amateurs,1,0.25,0.22201317393138864,Real homophily,0.8947368421052632,0.4294605442130341,93
0,amateurs,1,0.25,0.37133481967305726,Real homophily,0.8947368421052632,0.4294827243210131,94
0,amateurs,1,0.25,0.5639488718771838,Real homophily,0.8947368421052632,0.4286609101320693,95
0,amateurs,1,0.25,0.3332537868004133,Real homophily,0.8947368421052632,0.42826025196256345,96
0,amateurs,1,0.25,0.301030433342145,Real homophily,0.8947368421052632,0.4294605442130341,97
0,amateurs,1,0.25,0.5552404234704251,Real homophily,0.8947368421052632,0.4294161788228723,98
0,amateurs,1,0.25,0.37455307833426577,Real homophily,0.8947368421052632,0.4294827243210131,99
0,amateurs,1,0.25,0.661787299213975,Real homophily,0.8947368421052632,0.42926084560703676,100
0,amateurs,1,0.25,0.40557206790249095,Real homophily,0.8947368421052632,0.4290832183390082,101
0,amateurs,1,0.25,0.4166252323102856,Real homophily,0.8947368421052632,0.42928304124426836,102
0,amateurs,1,0.25,0.8057628910910908,Real homophily,0.8947368421052632,0.4281265743363349,103
0,amateurs,1,0.25,0.6016804384854536,Real homophily,0.8947368421052632,0.4276358877740439,104
0,amateurs,1,0.25,0.6060656718455635,Real homophily,0.8947368421052632,0.4293052351552222,105
0,amateurs,1,0.25,0.4870522950315236,Real homophily,0.8947368421052632,0.42874986903439366,106
0,amateurs,1,0.25,0.5805328915574357,Real homophily,0.8947368421052632,0.4277697948715967,107
0,amateurs,1,0.25,0.5880070805212083,Real homophily,0.8947368421052632,0.4293939935402871,108
0,amateurs,1,0.25,0.6051869182457337,Real homophily,0.8947368421052632,0.4294827243210131,109
0,amateurs,1,0.25,0.30746043566210096,Real homophily,0.8947368421052632,0.4289499253137795,110
0,amateurs,1,0.25,0.49782709461604424,Real homophily,0.8947368421052632,0.42890548047310423,111
0,amateurs,1,0.25,0.5687780460942342,Real homophily,0.8947368421052632,0.42841613022755176,112
0,amateurs,1,0.25,0.3865522133545771,Real homophily,0.8947368421052632,0.4288832554583084,113
0,amateurs,1,0.25,0.5317505470799686,Real homophily,0.8947368421052632,0.429238648243326,114
0,amateurs,1,0.25,0.3876566229797561,Real homophily,0.8947368421052632,0.429238648243326,115
0,amateurs,1,0.25,0.747738125248752,Real homophily,0.8947368421052632,0.42872763190599866,116
0,amateurs,1,0.25,0.5965944306812778,Real homophily,0.8947368421052632,0.4285274198166563,117
0,amateurs,1,0.25,0.5279094532872655,Real homophily,0.8947368421052632,0.4290165796055297,118
0,amateurs,1,0.25,0.2884428909891162,Real homophily,0.8947368421052632,0.4293939935402871,119
0,amateurs,1,0.25,0.19721846556105532,Real homophily,0.8947368421052632,0.42952707936377293,120
0,amateurs,1,0.25,0.27160215920676245,Real homophily,0.8947368421052632,0.4294605442130341,121
0,amateurs,1,0.25,0.39905086957119795,Real homophily,0.8947368421052632,0.4290832183390082,122
0,amateurs,1,0.25,0.5666920449658164,Real homophily,0.8947368421052632,0.4291054277937155,123
0,amateurs,1,0.25,0.3613653616364789,Real homophily,0.8947368421052632,0.4285274198166563,124
0,amateurs,1,0.25,0.5342096691933518,Real homophily,0.8947368421052632,0.428927703758194,125
0,amateurs,1,0.25,0.3723173281552448,Real homophily,0.8947368421052632,0.4293052351552222,126
0,amateurs,1,0.25,0.5306166561237399,Real homophily,0.8947368421052632,0.42912763552053285,127
0,amateurs,1,0.25,0.4678952055042666,Real homophily,0.8947368421052632,0.4285719235188757,128
0,amateurs,1,0.25,0.594682161847572,Real homophily,0.8947368421052632,0.4288610287136045,129
0,amateurs,1,0.25,0.6639984749624555,Real homophily,0.8947368421052632,0.42952707936377293,130
0,amateurs,1,0.25,0.4564395945018768,Real homophily,0.8947368421052632,0.4294605442130341,131
0,amateurs,1,0.25,0.41333127626637006,Real homophily,0.8947368421052632,0.4294161788228723,132
0,amateurs,1,0.25,0.576499715475611,Real homophily,0.8947368421052632,0.4293939935402871,133
0,experts,1,0.5,0.9347125238829738,Real homophily,0.09774436090225563,0.5462111222355677,0
0,experts,1,0.5,0.9160198140961625,Real homophily,0.09774436090225563,0.5514734471867935,1
0,experts,1,0.5,0.8942943553496616,Real homophily,0.09774436090225563,0.5354043751045536,2
0,experts,1,0.5,0.5853067883654903,Real homophily,0.09774436090225563,0.5543902803437576,3
0,experts,1,0.5,0.8909628718909213,Real homophily,0.09774436090225563,0.5537274378760353,4
0,experts,1,0.5,0.9967131241918782,Real homophily,0.09774436090225563,0.5482057966512747,5
0,experts,1,0.5,0.9502308664155236,Real homophily,0.09774436090225563,0.5534042604429927,6
0,experts,1,0.5,0.9231876309027246,Real homophily,0.09774436090225563,0.5350151528428908,7
0,experts,1,0.5,0.9972874056604953,Real homophily,0.09774436090225563,0.546637388678059,8
0,experts,1,0.5,0.5470007210669091,Real homophily,0.09774436090225563,0.5580449968130977,9
0,experts,1,0.5,0.452153282205952,Real homophily,0.09774436090225563,0.5658916739486043,10
0,experts,1,0.5,0.9230855546493506,Real homophily,0.09774436090225563,0.5448155372121634,11
0,experts,1,0.5,0.9457003647912673,Real homophily,0.09774436090225563,0.551799424093168,12
0,experts,1,0.5,0.8704155657547437,Real homophily,0.09774436090225563,0.5663664980279399,13
0,amateurs,1,0.5,0.05566397036591923,Real homophily,0.8947368421052632,0.4294827243210131,14
0,amateurs,1,0.5,0.4144891042184734,Real homophily,0.8947368421052632,0.4288610287136045,15
0,amateurs,1,0.5,0.21482868684601503,Real homophily,0.8947368421052632,0.42861642029014035,16
0,amateurs,1,0.5,0.2835199572380815,Real homophily,0.8947368421052632,0.42821569969828666,17
0,amateurs,1,0.5,0.5668413080213964,Real homophily,0.8947368421052632,0.4283938671080723,18
0,amateurs,1,0.5,0.6036281899691001,Real homophily,0.8947368421052632,0.4295049027045257,19
0,amateurs,1,0.5,0.6815100652392538,Real homophily,0.8947368421052632,0.42399655588515267,20
0,amateurs,1,0.5,0.7215534289580128,Real homophily,0.8947368421052632,0.4257995229317409,21
0,amateurs,1,0.5,0.5071182365697935,Real homophily,0.8947368421052632,0.4286609101320693,22
0,amateurs,1,0.5,0.34951768823937795,Real homophily,0.8947368421052632,0.4293939935402871,23
0,amateurs,1,0.5,0.6307808111638682,Real homophily,0.8947368421052632,0.427814416648243,24
0,amateurs,1,0.5,0.28489319991494666,Real homophily,0.8947368421052632,0.4266519841538839,25
0,amateurs,1,0.5,0.39212643855075763,Real homophily,0.8947368421052632,0.4255522845378773,26
0,amateurs,1,0.5,0.511313954924063,Real homophily,0.8947368421052632,0.4221367260975859,27
0,amateurs,1,0.5,0.7069573175283332,Real homophily,0.8947368421052632,0.42863866607717066,28
0,amateurs,1,0.5,0.4051761408137234,Real homophily,0.8947368421052632,0.4240417680433579,29
0,amateurs,1,0.5,0.2864945977781637,Real homophily,0.8947368421052632,0.42277313878738615,30
0,amateurs,1,0.5,0.5365549853503088,Real homophily,0.8947368421052632,0.4284606512642443,31
0,amateurs,1,0.5,0.4032378599995618,Real homophily,0.8947368421052632,0.4291720457913041,32
0,amateurs,1,0.5,0.5344781822297742,Real homophily,0.8947368421052632,0.42828252549123724,33
0,amateurs,1,0.5,0.43923556010166126,Real homophily,0.8947368421052632,0.42952707936377293,34
0,amateurs,1,0.5,0.36704466740317004,Real homophily,0.8947368421052632,0.42903879424511704,35
0,amateurs,1,0.5,0.43258660711500835,Real homophily,0.8947368421052632,0.42863866607717066,36
0,amateurs,1,0.5,0.7040376029981221,Real homophily,0.8947368421052632,0.42899436323724555,37
